user_id,month,plan,base_price,discount_pct,revenue,Payment_Failed
U1010,2025-08,Premium,999,0,999,FALSE
U1011,2025-12,Standard,499,0,499,FALSE
U1011,2025-08,Standard,499,0,499,FALSE
U1011,2025-09,Standard,499,0,499,FALSE
U1011,2025-11,Standard,499,0,499,FALSE
U1011,2026-01,Basic,199,0,199,FALSE
U1011,2025-10,Standard,499,0,499,FALSE
U1012,2025-10,Premium,999,0,999,FALSE
U1012,2025-11,Premium,999,0,999,FALSE
U1012,2026-01,Premium,999,0,999,FALSE
U1012,2025-09,Premium,999,0,999,FALSE
U1012,2025-12,Premium,999,0,999,FALSE
U1013,2025-11,Premium,999,0,0,TRUE
U1013,2025-08,Premium,999,0,999,FALSE
U1013,2025-12,Premium,999,0,999,FALSE
U1013,2025-10,Premium,999,10,899.1,FALSE
U1013,2026-01,Premium,999,10,0,TRUE
U1013,2025-09,Premium,999,20,799.2,FALSE
U1014,2025-11,Standard,499,0,499,FALSE
U1014,2025-12,Standard,499,0,499,FALSE
U1014,2025-09,Standard,499,20,399.2,FALSE
U1014,2025-10,Standard,499,0,499,FALSE
U1014,2026-01,Standard,499,20,399.2,FALSE
U1014,2025-08,Standard,499,0,499,FALSE
U1015,2025-11,Standard,499,0,499,FALSE
U1015,2025-08,Standard,499,0,499,FALSE
U1015,2025-12,Standard,499,0,499,FALSE
U1015,2026-01,Standard,499,0,499,FALSE
U1015,2025-10,Standard,499,10,449.1,FALSE
U1016,2025-08,Premium,999,0,999,FALSE
U1016,2025-11,Basic,199,20,159.2,FALSE
U1016,2025-09,Premium,999,0,999,FALSE
U1016,2025-12,Basic,199,0,199,FALSE
U1017,2025-10,Standard,499,0,499,FALSE
U1017,2025-11,Basic,199,0,199,FALSE
U1017,2026-01,Basic,199,0,199,FALSE
U1017,2025-08,Standard,499,0,499,FALSE
U1017,2025-09,Standard,499,20,399.2,FALSE
U1017,2025-12,Basic,199,30,139.3,FALSE
U1018,2025-12,Basic,199,0,199,FALSE
U1018,2025-11,Basic,199,0,199,FALSE
U1018,2025-10,Basic,199,0,199,FALSE
U1018,2026-01,Basic,199,0,199,FALSE
U1018,2025-08,Basic,199,0,199,FALSE
U1018,2025-09,Basic,199,0,199,FALSE
U1019,2025-08,Premium,999,0,999,FALSE
U1019,2025-12,Premium,999,0,999,FALSE
U1019,2025-09,Premium,999,0,999,FALSE
U1019,2025-10,Premium,999,0,999,FALSE
U1019,2026-01,Premium,999,0,999,FALSE
U1020,2025-08,Basic,199,20,0,FALSE
U1020,2025-09,Basic,199,0,199,FALSE
U1020,2025-11,Basic,199,0,199,FALSE
U1020,2025-10,Basic,199,0,199,FALSE
U1020,2025-12,Basic,199,0,199,FALSE
U1020,2026-01,Basic,199,0,0,TRUE
U1021,2025-09,Standard,499,0,499,FALSE
U1021,2025-10,Standard,499,0,0,TRUE
U1021,2025-11,Standard,499,0,499,FALSE
U1021,2025-12,Standard,499,10,449.1,FALSE
U1021,2025-08,Standard,499,0,499,FALSE
U1021,2026-01,Standard,499,10,449.1,FALSE
U1022,2025-08,Standard,499,20,399.2,FALSE
U1022,2025-09,Standard,499,20,399.2,FALSE
U1022,2025-10,Standard,499,10,449.1,FALSE
U1022,2025-12,Standard,499,0,499,FALSE
U1022,2026-01,Basic,199,0,199,FALSE
U1022,2025-11,Standard,499,0,499,FALSE
U1023,2026-01,Premium,999,0,999,FALSE
U1023,2025-10,Premium,999,0,999,FALSE
U1023,2025-12,Premium,999,0,999,FALSE
U1023,2025-08,Premium,999,0,999,FALSE
U1023,2025-09,Premium,999,0,999,FALSE
U1024,2025-11,Basic,199,0,199,FALSE
U1024,2026-01,Basic,199,0,199,FALSE
U1024,2025-10,Basic,199,0,199,FALSE
U1024,2025-08,Basic,199,0,199,FALSE
U1024,2025-12,Basic,199,0,199,FALSE
U1024,2025-09,Basic,199,0,199,FALSE
U1025,2025-09,Standard,499,0,0,TRUE
U1025,2026-01,Basic,199,0,199,FALSE
U1025,2025-11,Standard,499,0,499,FALSE
U1025,2025-10,Standard,499,0,499,FALSE
U1025,2025-12,Basic,199,0,199,FALSE
U1026,2025-09,Premium,999,0,999,FALSE
U1026,2025-11,Premium,999,0,999,FALSE
U1026,2025-08,Premium,999,10,899.1,FALSE
U1026,2025-12,Premium,999,10,899.1,FALSE
U1026,2025-10,Premium,999,20,799.2,FALSE
U1026,2026-01,Premium,999,0,999,FALSE
U1027,2025-08,Premium,999,0,999,FALSE
U1027,2025-09,Premium,999,0,999,FALSE
U1027,2026-01,Premium,999,0,999,FALSE
U1027,2025-10,Premium,999,0,999,FALSE
U1027,2025-11,Premium,999,0,999,FALSE
U1028,2025-11,Basic,199,0,199,FALSE
U1028,2025-10,Basic,199,0,199,FALSE
U1028,2025-12,Basic,199,0,199,FALSE
U1028,2025-08,Basic,199,0,199,FALSE
U1028,2026-01,Basic,199,20,0,TRUE
U1028,2025-09,Basic,199,0,199,FALSE
U1029,2025-09,Standard,499,0,499,FALSE
U1029,2025-10,Standard,499,0,499,FALSE
U1029,2025-08,Standard,499,10,449.1,FALSE
U1029,2026-01,Standard,499,20,0,TRUE
U1029,2025-12,Standard,499,30,349.3,FALSE
U1029,2025-11,Standard,499,10,449.1,FALSE
U1030,2025-08,Basic,199,0,199,FALSE
U1030,2025-10,Basic,199,0,199,FALSE
U1030,2025-12,Basic,199,0,199,FALSE
U1030,2025-09,Basic,199,0,199,FALSE
U1030,2026-01,Basic,199,0,199,FALSE
U1031,2025-10,Basic,199,30,139.3,FALSE
U1031,2025-08,Basic,199,0,199,FALSE
U1031,2026-01,Basic,199,0,199,FALSE
U1031,2025-11,Basic,199,0,199,FALSE
U1031,2025-12,Basic,199,0,199,FALSE
U1031,2025-09,Basic,199,0,199,FALSE
U1032,2025-09,Standard,499,0,499,FALSE
U1032,2026-01,Basic,199,0,199,FALSE
U1032,2025-12,Basic,199,0,199,FALSE
U1032,2025-11,Basic,199,0,199,FALSE
U1032,2025-10,Standard,499,0,499,FALSE
U1032,2025-08,Standard,499,0,499,FALSE
U1033,2025-08,Basic,199,0,199,FALSE
U1033,2025-12,Basic,199,10,179.1,FALSE
U1033,2025-09,Basic,199,10,179.1,FALSE
U1033,2025-11,Basic,199,0,199,FALSE
U1033,2026-01,Basic,199,0,0,FALSE
U1033,2025-10,Basic,199,0,199,FALSE
U1034,2025-12,Standard,499,0,499,FALSE
U1034,2026-01,Standard,499,0,499,FALSE
U1034,2025-09,Standard,499,0,499,FALSE
U1034,2025-08,Standard,499,0,499,FALSE
U1034,2025-10,Standard,499,0,499,FALSE
U1034,2025-11,Standard,499,0,499,FALSE
U1035,2025-11,Basic,199,0,199,FALSE
U1035,2025-10,Basic,199,0,199,FALSE
U1035,2025-09,Basic,199,0,199,FALSE
U1035,2026-01,Basic,199,0,199,FALSE
U1035,2025-08,Basic,199,0,199,FALSE
U1035,2025-12,Basic,199,0,199,FALSE
U1036,2025-10,Basic,199,0,0,FALSE
U1036,2025-09,Basic,199,30,139.3,FALSE
U1036,2025-08,Basic,199,0,199,FALSE
U1036,2025-12,Basic,199,0,199,FALSE
U1036,2026-01,Basic,199,10,179.1,FALSE
U1036,2025-11,Basic,199,20,159.2,FALSE
U1037,2025-08,Standard,499,0,499,FALSE
U1037,2025-09,Standard,499,0,499,FALSE
U1037,2025-10,Standard,499,0,499,FALSE
U1037,2025-11,Standard,499,0,499,FALSE
U1037,2025-12,Basic,199,0,199,FALSE
U1037,2026-01,Basic,199,0,199,FALSE
U1038,2025-08,Basic,199,0,199,FALSE
U1038,2025-11,Basic,199,0,199,FALSE
U1038,2026-01,Basic,199,20,159.2,FALSE
U1038,2025-09,Basic,199,0,199,FALSE
U1038,2025-12,Basic,199,20,159.2,FALSE
U1038,2025-10,Basic,199,0,199,FALSE
U1039,2025-12,Standard,499,0,499,FALSE
U1039,2026-01,Standard,499,0,499,FALSE
U1039,2025-10,Standard,499,0,499,FALSE
U1039,2025-11,Standard,499,0,499,FALSE
U1039,2025-09,Standard,499,0,499,FALSE
U1039,2025-08,Standard,499,0,499,FALSE
U1040,2026-01,Basic,199,30,139.3,FALSE
U1040,2025-09,Basic,199,0,199,FALSE
U1040,2025-10,Basic,199,0,199,FALSE
U1040,2025-08,Basic,199,20,159.2,FALSE
U1040,2025-12,Basic,199,0,199,FALSE
U1041,2025-10,Premium,999,30,699.3,FALSE
U1041,2025-08,Premium,999,0,999,FALSE
U1041,2025-11,Premium,999,0,999,FALSE
U1041,2026-01,Premium,999,0,999,FALSE
U1041,2025-09,Premium,999,0,999,FALSE
U1041,2025-12,Premium,999,0,999,FALSE
U1042,2025-08,Premium,999,0,999,FALSE
U1042,2025-11,Premium,999,0,999,FALSE
U1042,2026-01,Premium,999,0,999,FALSE
U1042,2025-12,Premium,999,10,899.1,FALSE
U1042,2025-09,Premium,999,0,999,FALSE
U1042,2025-10,Premium,999,0,999,FALSE
U1043,2025-11,Premium,999,0,999,FALSE
U1043,2025-08,Premium,999,0,999,FALSE
U1043,2025-10,Premium,999,0,999,FALSE
U1043,2025-12,Premium,999,20,799.2,FALSE
U1043,2025-09,Premium,999,0,999,FALSE
U1043,2026-01,Premium,999,0,999,FALSE
U1044,2025-10,Premium,999,0,999,FALSE
U1044,2025-11,Premium,999,0,999,FALSE
U1044,2026-01,Premium,999,0,999,FALSE
U1044,2025-09,Premium,999,0,999,FALSE
U1044,2025-08,Premium,999,0,999,FALSE
U1044,2025-12,Premium,999,10,899.1,FALSE
U1045,2025-12,Premium,999,0,999,FALSE
U1045,2025-10,Premium,999,0,999,FALSE
U1045,2026-01,Premium,999,20,799.2,FALSE
U1045,2025-11,Premium,999,0,999,FALSE
U1045,2025-08,Premium,999,0,999,FALSE
U1046,2025-11,Premium,999,0,999,FALSE
U1046,2025-12,Premium,999,0,999,FALSE
U1046,2025-10,Premium,999,0,999,FALSE
U1046,2026-01,Premium,999,0,999,FALSE
U1046,2025-09,Premium,999,30,699.3,FALSE
U1046,2025-08,Premium,999,0,999,FALSE
U1047,2026-01,Premium,999,10,899.1,FALSE
U1047,2025-12,Premium,999,10,899.1,FALSE
U1047,2025-11,Premium,999,0,999,FALSE
U1047,2025-10,Premium,999,30,0,TRUE
U1047,2025-08,Premium,999,0,999,FALSE
U1047,2025-09,Premium,999,0,999,FALSE
U1048,2025-10,Basic,199,0,199,FALSE
U1048,2026-01,Basic,199,0,199,FALSE
U1048,2025-08,Standard,499,0,499,FALSE
U1048,2025-12,Basic,199,0,199,FALSE
U1048,2025-09,Basic,199,0,199,FALSE
U1049,2025-12,Standard,499,0,499,FALSE
U1049,2025-09,Standard,499,0,499,FALSE
U1049,2025-11,Standard,499,0,499,FALSE
U1049,2026-01,Standard,499,20,399.2,FALSE
U1049,2025-10,Standard,499,0,499,FALSE
U1049,2025-08,Standard,499,0,499,FALSE
U1050,2025-10,Standard,499,20,399.2,FALSE
U1050,2026-01,Standard,499,0,499,FALSE
U1050,2025-11,Standard,499,0,499,FALSE
U1050,2025-12,Standard,499,0,499,FALSE
U1050,2025-08,Standard,499,0,499,FALSE
U1051,2025-12,Premium,999,0,999,FALSE
U1051,2025-11,Premium,999,0,999,FALSE
U1051,2025-09,Premium,999,0,999,FALSE
U1051,2025-10,Premium,999,0,0,TRUE
U1051,2026-01,Premium,999,20,799.2,FALSE
U1051,2025-08,Premium,999,0,999,FALSE
U1052,2026-01,Standard,499,0,499,FALSE
U1052,2025-08,Premium,999,0,999,FALSE
U1052,2025-10,Premium,999,20,799.2,FALSE
U1052,2025-12,Standard,499,0,499,FALSE
U1052,2025-09,Premium,999,30,699.3,FALSE
U1053,2025-10,Basic,199,0,199,FALSE
U1053,2025-08,Basic,199,0,199,FALSE
U1053,2025-11,Basic,199,0,199,FALSE
U1053,2025-12,Basic,199,30,139.3,FALSE
U1053,2025-09,Basic,199,0,199,FALSE
U1054,2026-01,Basic,199,0,0,TRUE
U1054,2025-09,Standard,499,0,499,FALSE
U1054,2025-08,Standard,499,0,499,FALSE
U1054,2025-11,Basic,199,0,199,FALSE
U1054,2025-10,Basic,199,0,199,FALSE
U1054,2025-12,Basic,199,0,199,FALSE
U1055,2026-01,Basic,199,0,199,FALSE
U1055,2025-10,Basic,199,0,199,FALSE
U1055,2025-12,Basic,199,30,139.3,FALSE
U1055,2025-08,Basic,199,0,199,FALSE
U1055,2025-09,Basic,199,0,199,FALSE
U1056,2025-10,Premium,999,0,999,FALSE
U1056,2025-12,Premium,999,0,999,FALSE
U1056,2026-01,Premium,999,20,799.2,FALSE
U1057,2025-11,Basic,199,0,199,FALSE
U1057,2025-12,Basic,199,10,179.1,FALSE
U1057,2025-10,Basic,199,0,199,FALSE
U1057,2025-08,Basic,199,0,199,FALSE
U1057,2026-01,Basic,199,0,199,FALSE
U1057,2025-09,Basic,199,0,199,FALSE
U1058,2026-01,Standard,499,0,499,FALSE
U1058,2025-12,Standard,499,0,499,FALSE
U1058,2025-09,Premium,999,0,999,FALSE
U1058,2025-08,Premium,999,0,999,FALSE
U1059,2025-11,Standard,499,0,499,FALSE
U1059,2026-01,Standard,499,10,449.1,FALSE
U1059,2025-08,Standard,499,0,499,FALSE
U1059,2025-10,Standard,499,0,499,FALSE
U1059,2025-09,Standard,499,0,499,FALSE
U1059,2025-12,Standard,499,0,499,FALSE
U1060,2025-09,Basic,199,0,199,FALSE
U1060,2025-12,Basic,199,0,199,FALSE
U1060,2025-10,Basic,199,0,199,FALSE
U1060,2025-11,Basic,199,0,199,FALSE
U1060,2026-01,Basic,199,0,199,FALSE
U1061,2025-11,Basic,199,0,199,FALSE
U1061,2026-01,Basic,199,0,199,FALSE
U1061,2025-08,Standard,499,0,499,FALSE
U1061,2025-12,Basic,199,0,199,FALSE
U1061,2025-10,Basic,199,0,199,FALSE
U1061,2025-09,Standard,499,0,499,FALSE
U1062,2025-10,Standard,499,0,499,FALSE
U1062,2025-11,Standard,499,0,499,FALSE
U1062,2025-08,Standard,499,0,499,FALSE
U1062,2026-01,Standard,499,0,0,TRUE
U1062,2025-09,Standard,499,0,499,FALSE
U1062,2025-12,Standard,499,0,499,FALSE
U1063,2025-12,Standard,499,0,499,FALSE
U1063,2025-10,Standard,499,0,499,FALSE
U1063,2025-08,Standard,499,0,449.1,FALSE
U1063,2025-09,Standard,499,0,499,FALSE
U1063,2025-11,Standard,499,0,499,FALSE
U1063,2026-01,Standard,499,0,0,TRUE
U1064,2025-11,Basic,199,20,159.2,FALSE
U1064,2025-09,Basic,199,0,199,FALSE
U1064,2025-10,Basic,199,0,199,FALSE
U1064,2026-01,Basic,199,0,0,FALSE
U1064,2025-08,Basic,199,0,199,FALSE
U1065,2025-10,Basic,199,0,199,FALSE
U1065,2025-09,Basic,199,0,199,FALSE
U1065,2025-11,Basic,199,0,199,FALSE
U1065,2026-01,Basic,199,0,199,FALSE
U1065,2025-08,Basic,199,0,199,FALSE
U1065,2025-12,Basic,199,30,139.3,FALSE
U1066,2025-08,Premium,999,0,999,FALSE
U1066,2025-12,Premium,999,0,999,FALSE
U1066,2026-01,Premium,999,30,699.3,FALSE
U1066,2025-10,Premium,999,0,999,FALSE
U1066,2025-11,Premium,999,0,999,FALSE
U1066,2025-09,Premium,999,0,999,FALSE
U1067,2025-09,Premium,999,0,999,FALSE
U1067,2025-12,Standard,499,0,499,FALSE
U1067,2025-08,Premium,999,0,999,FALSE
U1067,2025-10,Standard,499,0,499,FALSE
U1067,2026-01,Standard,499,0,499,FALSE
U1067,2025-11,Standard,499,10,449.1,FALSE
U1068,2025-12,Standard,499,0,499,FALSE
U1068,2025-08,Standard,499,0,499,FALSE
U1068,2025-10,Standard,499,0,499,FALSE
U1068,2025-09,Standard,499,0,499,FALSE
U1068,2026-01,Standard,499,0,349.3,FALSE
U1069,2025-12,Standard,499,0,499,FALSE
U1069,2025-08,Premium,999,0,999,FALSE
U1069,2025-09,Premium,999,0,999,FALSE
U1069,2026-01,Basic,199,0,199,FALSE
U1069,2025-10,Premium,999,0,999,FALSE
U1069,2025-11,Premium,999,0,999,FALSE
U1070,2025-08,Premium,999,0,999,FALSE
U1070,2025-11,Premium,999,0,999,FALSE
U1070,2025-12,Standard,499,0,499,FALSE
U1070,2025-10,Premium,999,0,999,FALSE
U1070,2026-01,Standard,499,0,499,FALSE
U1070,2025-09,Premium,999,10,899.1,FALSE
U1071,2025-11,Basic,199,0,199,FALSE
U1071,2025-12,Basic,199,0,199,FALSE
U1071,2025-09,Basic,199,0,199,FALSE
U1071,2025-08,Basic,199,0,199,FALSE
U1071,2026-01,Basic,199,0,199,FALSE
U1071,2025-10,Basic,199,0,199,FALSE
U1072,2025-09,Basic,199,0,199,FALSE
U1072,2025-08,Basic,199,0,199,FALSE
U1072,2025-10,Basic,199,0,199,FALSE
U1072,2025-11,Basic,199,0,199,FALSE
U1072,2026-01,Basic,199,30,139.3,FALSE
U1072,2025-12,Basic,199,0,199,FALSE
U1073,2025-11,Standard,499,0,499,FALSE
U1073,2025-10,Standard,499,0,499,FALSE
U1073,2026-01,Standard,499,0,499,FALSE
U1073,2025-08,Standard,499,0,499,FALSE
U1073,2025-09,Standard,499,10,449.1,FALSE
U1073,2025-12,Standard,499,0,499,FALSE
U1074,2025-12,Standard,499,0,499,FALSE
U1074,2026-01,Basic,199,0,199,FALSE
U1074,2025-08,Standard,499,0,499,FALSE
U1074,2025-09,Standard,499,0,499,FALSE
U1074,2025-11,Standard,499,0,499,FALSE
U1075,2026-01,Standard,499,0,499,FALSE
U1075,2025-09,Standard,499,0,499,FALSE
U1075,2025-12,Standard,499,0,499,FALSE
U1075,2025-11,Standard,499,0,499,FALSE
U1075,2025-08,Standard,499,0,499,FALSE
U1075,2025-10,Standard,499,0,499,FALSE
U1076,2025-10,Basic,199,0,199,FALSE
U1076,2025-08,Basic,199,0,199,FALSE
U1076,2025-09,Basic,199,20,159.2,FALSE
U1076,2025-12,Basic,199,0,199,FALSE
U1076,2025-11,Basic,199,0,199,FALSE
U1076,2026-01,Basic,199,30,139.3,FALSE
U1077,2026-01,Basic,199,20,159.2,FALSE
U1077,2025-11,Standard,499,0,499,FALSE
U1077,2025-08,Standard,499,0,499,FALSE
U1077,2025-12,Standard,499,0,499,FALSE
U1077,2025-09,Standard,499,0,499,FALSE
U1077,2025-10,Standard,499,0,499,FALSE
U1078,2025-10,Standard,499,0,0,TRUE
U1078,2025-09,Standard,499,0,499,FALSE
U1078,2025-08,Standard,499,0,499,FALSE
U1078,2025-11,Standard,499,0,499,FALSE
U1078,2026-01,Standard,499,0,499,FALSE
U1078,2025-12,Standard,499,20,399.2,FALSE
U1079,2025-09,Premium,999,0,999,FALSE
U1079,2025-11,Premium,999,0,999,FALSE
U1079,2025-10,Premium,999,0,999,FALSE
U1079,2026-01,Premium,999,0,999,FALSE
U1079,2025-08,Premium,999,0,999,FALSE
U1079,2025-12,Premium,999,0,999,FALSE
U1080,2025-12,Standard,499,0,499,FALSE
U1080,2025-08,Standard,499,0,499,FALSE
U1080,2025-09,Standard,499,0,499,FALSE
U1080,2026-01,Standard,499,30,349.3,FALSE
U1080,2025-11,Standard,499,0,499,FALSE
U1081,2025-08,Premium,999,0,999,FALSE
U1081,2025-11,Premium,999,20,799.2,FALSE
U1081,2025-09,Premium,999,10,899.1,FALSE
U1081,2025-12,Premium,999,0,999,FALSE
U1081,2025-10,Premium,999,0,999,FALSE
U1081,2026-01,Premium,999,0,999,FALSE
U1082,2025-08,Standard,499,0,499,FALSE
U1082,2025-11,Standard,499,0,499,FALSE
U1082,2025-09,Standard,499,20,399.2,FALSE
U1082,2025-10,Standard,499,0,499,FALSE
U1082,2025-12,Standard,499,0,499,FALSE
U1082,2026-01,Standard,499,0,499,FALSE
U1083,2026-01,Basic,199,0,199,FALSE
U1083,2025-08,Basic,199,0,199,FALSE
U1083,2025-12,Basic,199,0,199,FALSE
U1083,2025-10,Basic,199,0,199,FALSE
U1083,2025-11,Basic,199,0,199,FALSE
U1083,2025-09,Basic,199,0,199,FALSE
U1084,2025-12,Standard,499,0,499,FALSE
U1084,2025-10,Standard,499,0,499,FALSE
U1084,2025-09,Standard,499,0,499,FALSE
U1084,2026-01,Standard,499,10,449.1,FALSE
U1085,2025-09,Premium,999,0,999,FALSE
U1085,2025-12,Premium,999,0,999,FALSE
U1085,2025-10,Premium,999,0,999,FALSE
U1085,2025-11,Premium,999,0,999,FALSE
U1085,2026-01,Premium,999,20,799.2,FALSE
U1086,2025-10,Basic,199,0,199,FALSE
U1086,2025-09,Basic,199,0,199,FALSE
U1086,2025-11,Basic,199,0,199,FALSE
U1086,2025-12,Basic,199,30,139.3,FALSE
U1086,2025-08,Basic,199,0,199,FALSE
U1087,2025-08,Standard,499,0,499,FALSE
U1087,2025-10,Standard,499,0,499,FALSE
U1087,2026-01,Standard,499,0,499,FALSE
U1087,2025-09,Standard,499,0,499,FALSE
U1087,2025-12,Standard,499,0,499,FALSE
U1088,2025-12,Premium,999,0,999,FALSE
U1088,2025-10,Premium,999,0,999,FALSE
U1088,2025-11,Premium,999,10,899.1,FALSE
U1088,2025-08,Premium,999,0,999,FALSE
U1088,2026-01,Standard,499,0,499,FALSE
U1088,2025-09,Premium,999,0,999,FALSE
U1089,2025-12,Premium,999,0,999,FALSE
U1089,2025-11,Premium,999,20,799.2,FALSE
U1089,2026-01,Premium,999,0,999,FALSE
U1089,2025-09,Premium,999,0,999,FALSE
U1089,2025-08,Premium,999,0,999,FALSE
U1089,2025-10,Premium,999,30,699.3,FALSE
U1090,2025-12,Premium,999,10,899.1,FALSE
U1090,2025-09,Premium,999,0,999,FALSE
U1090,2025-08,Premium,999,0,999,FALSE
U1090,2025-11,Premium,999,0,999,FALSE
U1090,2026-01,Premium,999,30,699.3,FALSE
U1090,2025-10,Premium,999,0,999,FALSE
U1091,2025-11,Standard,499,0,499,FALSE
U1091,2025-08,Standard,499,0,499,FALSE
U1091,2025-12,Standard,499,0,499,FALSE
U1091,2026-01,Standard,499,0,499,FALSE
U1091,2025-10,Standard,499,0,499,FALSE
U1091,2025-09,Standard,499,0,499,FALSE
U1092,2025-12,Basic,199,0,199,FALSE
U1092,2025-08,Basic,199,0,199,FALSE
U1092,2025-09,Basic,199,0,199,FALSE
U1092,2025-11,Basic,199,0,199,FALSE
U1092,2025-10,Basic,199,0,199,FALSE
U1093,2025-08,Standard,499,0,499,FALSE
U1093,2025-11,Standard,499,0,499,FALSE
U1093,2025-12,Standard,499,0,499,FALSE
U1093,2026-01,Standard,499,0,499,FALSE
U1093,2025-09,Standard,499,0,499,FALSE
U1093,2025-10,Standard,499,0,499,FALSE
U1094,2025-12,Premium,999,0,999,FALSE
U1094,2025-10,Premium,999,0,999,FALSE
U1094,2025-09,Premium,999,0,999,FALSE
U1094,2026-01,Premium,999,0,999,FALSE
U1094,2025-08,Premium,999,0,999,FALSE
U1094,2025-11,Premium,999,0,999,FALSE
U1095,2025-08,Standard,499,0,499,FALSE
U1095,2026-01,Standard,499,0,499,FALSE
U1095,2025-09,Standard,499,0,499,FALSE
U1095,2025-11,Standard,499,0,499,FALSE
U1095,2025-12,Standard,499,0,499,FALSE
U1096,2026-01,Basic,199,0,199,FALSE
U1096,2025-11,Basic,199,30,139.3,FALSE
U1096,2025-12,Basic,199,0,199,FALSE
U1096,2025-10,Basic,199,0,199,FALSE
U1096,2025-09,Basic,199,0,199,FALSE
U1096,2025-08,Basic,199,0,199,FALSE
U1097,2025-10,Standard,499,0,499,FALSE
U1097,2026-01,Standard,499,10,449.1,FALSE
U1097,2025-12,Standard,499,10,449.1,FALSE
U1097,2025-11,Standard,499,0,499,FALSE
U1098,2026-01,Basic,199,0,199,FALSE
U1098,2025-09,Basic,199,0,199,FALSE
U1098,2025-12,Basic,199,30,139.3,FALSE
U1098,2025-08,Basic,199,0,199,FALSE
U1098,2025-10,Basic,199,0,199,FALSE
U1098,2025-11,Basic,199,0,199,FALSE
U1099,2025-12,Basic,199,0,199,FALSE
U1099,2025-11,Basic,199,0,0,TRUE
U1099,2026-01,Basic,199,0,199,FALSE
U1099,2025-10,Basic,199,0,199,FALSE
U1099,2025-08,Basic,199,0,199,FALSE
U1099,2025-09,Basic,199,0,199,FALSE
U1100,2025-11,Standard,499,30,349.3,FALSE
U1100,2025-08,Premium,999,0,999,FALSE
U1100,2026-01,Basic,199,0,199,FALSE
U1100,2025-09,Premium,999,0,999,FALSE
U1100,2025-12,Basic,199,0,199,FALSE
U1100,2025-10,Standard,499,20,399.2,FALSE
U1101,2025-08,Basic,199,0,199,FALSE
U1101,2025-10,Basic,199,0,199,FALSE
U1101,2025-12,Basic,199,20,159.2,FALSE
U1101,2025-11,Basic,199,10,179.1,FALSE
U1101,2025-09,Basic,199,0,199,FALSE
U1102,2025-11,Standard,499,0,499,FALSE
