user_id,month,plan,base_price,discount_pct,payment_failed,revenue
U2289,09/01/2025,BASIC,199.0,0.0,No,199.0
U1742,Nov-2025,Standard,499.0,0.0,0,499.0
U1563,01/01/2026,STANDARD,499.0,0.0,FALSE,499.0
U1555,Oct-2025,Basic,199.0,0.0,False,199.0
U1577,2025-08, Standard ,499.0,0.0,False,499.0
U1001,01/01/2026,premium ,999.0,0.0,False,999.0
U1157,09/01/2025,STANDARD,499.0,0.0,False,499.0
U2015,2025-10,premium ,,0.0,False,999.0
U1250,12/01/2025,Standard,499.0,0.0,FALSE,499.0
U1810,11/01/2025,basic ,199.0,0.0,True,0.0
U1970,Dec-2025,standard,499.0,0.0,FALSE,499.0
U1438,2025-11,STANDARD,499.0,0.0,False,499.0
U2051,Aug-2025,Basic,199.0,30.0,False,
U1618,09/01/2025,BASIC,199.0,0.0,False,199.0
U1060,Sep-2025,Basic,199.0,0.0,FALSE,199.0
U1694,11/01/2025,Basic,199.0,0.0,0,199.0
U2218,01/01/2026,BASIC,199.0,0.0,FALSE,199.0
U2023,2025-12,STANDARD,499.0,0.0,0,499.0
U2297,09/01/2025,Standard,499.0,30.0,FALSE,349.3
U1918,Nov-2025,STANDARD,499.0,0.0,False,499.0
U2417,08/01/2025,premium ,999.0,0.0,False,999.0
U1034,Dec-2025, Standard ,499.0,0.0,No,499.0
U1912,10/01/2025,Standard,499.0,0.0,0,499.0
U2186,Dec-2025,Basic,199.0,10.0,No,179.1
U2189,09/01/2025, Standard ,499.0,0.0,0,499.0
U2343,2025-10,standard,499.0,0.0,FALSE,499.0
U1535,2025-08,BASIC,199.0,0.0,No,199.0
U1514,2025-11,basic ,199.0,20.0,False,159.2
U2328,08/01/2025,BASIC,199.0,0.0,FALSE,199.0
U1179,2025-10, Standard ,499.0,0.0,No,499.0
U2152,2025-10,Standard,499.0,0.0,False,499.0
U1460,10/01/2025,premium ,999.0,10.0,False,899.1
U1461,11/01/2025,Premium,999.0,20.0,FALSE,799.2
U1214,Dec-2025,basic ,199.0,0.0,0,199.0
U1967,01/01/2026,Basic,199.0,0.0,FALSE,199.0
U2241,Jan-2026,STANDARD,499.0,30.0,FALSE,349.3
U1494,2025-09,standard,499.0,0.0,1,0.0
U1821,09/01/2025,STANDARD,499.0,0.0,FALSE,499.0
U1314,Oct-2025,Basic,199.0,0.0,False,
U2467,Aug-2025,Basic,199.0,0.0,False,199.0
U1191,09/01/2025,Premium,999.0,0.0,No,999.0
U1774,12/01/2025,BASIC,199.0,0.0,No,199.0
U1694,12/01/2025,basic ,199.0,20.0,False,159.2
U1300,01/01/2026,Basic,199.0,0.0,FALSE,199.0
U2020,Jan-2026, PREMIUM,999.0,0.0,FALSE,999.0
U1104,Aug-2025, PREMIUM,999.0,0.0,FALSE,999.0
U2141,12/01/2025,Premium,999.0,0.0,0,999.0
U2066,Jan-2026,basic ,199.0,0.0,FALSE,199.0
U1731,Nov-2025,Standard,499.0,0.0,FALSE,499.0
U1658,Aug-2025, PREMIUM,999.0,0.0,False,999.0
U2387,12/01/2025,Basic,199.0,0.0,FALSE,199.0
U2396,Sep-2025,BASIC,199.0,,False,199.0
U2173,Sep-2025,Standard,499.0,0.0,FALSE,499.0
U2053,08/01/2025,STANDARD,499.0,0.0,0,499.0
U1109,2025-09,basic ,199.0,0.0,No,199.0
U2260,2025-12,premium ,999.0,0.0,False,999.0
U1749,2025-09,STANDARD,499.0,10.0,No,449.1
U1287,08/01/2025,premium ,999.0,0.0,FALSE,999.0
U1538,2026-01,basic ,199.0,0.0,False,199.0
U2419,09/01/2025,Premium,999.0,0.0,False,999.0
U2065,Aug-2025,Premium,999.0,0.0,No,999.0
U1759,08/01/2025,STANDARD,499.0,0.0,False,
U1422,10/01/2025,premium ,999.0,0.0,False,999.0
U1024,2025-11,basic ,199.0,0.0,False,199.0
U1282,Jan-2026,Basic,199.0,10.0,FALSE,179.1
U1940,Sep-2025,BASIC,199.0,0.0,FALSE,199.0
U1128,09/01/2025,Basic,199.0,0.0,FALSE,199.0
U1194,Jan-2026,standard,499.0,0.0,0,499.0
U1769,10/01/2025,Basic,199.0,0.0,False,199.0
U1262,Aug-2025,standard,499.0,0.0,0,499.0
U1272,10/01/2025,STANDARD,499.0,0.0,No,
U2172,08/01/2025,premium ,999.0,0.0,0,999.0
U1443,Dec-2025,basic ,199.0,0.0,1,0.0
U1332,Dec-2025,Basic,199.0,0.0,No,199.0
U2466,12/01/2025,Basic,199.0,0.0,False,199.0
U1331,Dec-2025,premium ,,0.0,False,999.0
U1912,Nov-2025,STANDARD,499.0,0.0,False,499.0
U1630,2026-01,basic ,199.0,0.0,False,199.0
U1387,2025-08,STANDARD,499.0,0.0,False,499.0
U1705,2026-01,STANDARD,499.0,0.0,False,499.0
U1840,09/01/2025, Standard ,499.0,0.0,0,499.0
U1270,Dec-2025,BASIC,199.0,20.0,False,-1.0
U1671,2025-10,Basic,199.0,0.0,0,199.0
U1298,11/01/2025,Premium,999.0,0.0,TRUE,0.0
U1755,Jan-2026, Standard ,499.0,0.0,False,499.0
U1995,11/01/2025,Premium,999.0,0.0,FALSE,999.0
U2441,2026-01,basic ,199.0,10.0,False,179.1
U1930,Nov-2025, Standard ,499.0,0.0,True,0.0
U2230,09/01/2025,BASIC,199.0,20.0,False,159.2
U1666,10/01/2025,Basic,199.0,0.0,No,199.0
U2226,Dec-2025,basic ,199.0,0.0,0,199.0
U2419,Jan-2026,Premium,999.0,0.0,FALSE,999.0
U2342,Sep-2025,basic ,199.0,0.0,FALSE,199.0
U2310,2025-09,Premium,999.0,0.0,FALSE,999.0
U2241,09/01/2025,STANDARD,499.0,,0,499.0
U2229,01/01/2026,BASIC,199.0,0.0,0,199.0
U2454,Dec-2025, Standard ,499.0,0.0,FALSE,499.0
U1852,2025-10,Premium,999.0,0.0,No,999.0
U1378,Dec-2025,STANDARD,499.0,0.0,False,499.0
U1741,2025-08,Basic,199.0,0.0,False,199.0
U1018,2025-12,basic ,199.0,0.0,False,199.0
U2488,08/01/2025,standard,499.0,0.0,False,499.0
U1881,2025-08,Premium,999.0,0.0,No,999.0
U1013,Nov-2025,Premium,999.0,0.0,True,0.0
U1392,Oct-2025,standard,499.0,0.0,FALSE,499.0
U1588,Jan-2026,standard,499.0,0.0,0,499.0
U2215,2025-10,BASIC,199.0,0.0,No,
U1187,Aug-2025,Premium,999.0,0.0,0,999.0
U1912,Sep-2025,STANDARD,499.0,0.0,0,499.0
U1630,08/01/2025,basic ,199.0,0.0,No,199.0
U1895,12/01/2025,standard,499.0,0.0,1,0.0
U1942,11/01/2025,Basic,199.0,0.0,False,199.0
U1205,Jan-2026, PREMIUM,999.0,0.0,FALSE,999.0
U1891,Oct-2025,standard,,0.0,False,499.0
U1569,Jan-2026,BASIC,199.0,30.0,FALSE,139.3
U1991,2025-12,Premium,999.0,20.0,FALSE,799.2
U1309,08/01/2025,Basic,199.0,0.0,FALSE,199.0
 U1627 ,2025-11,standard,499.0,0.0,FALSE,499.0
U1272,2026-01,Standard,499.0,10.0,No,449.1
U1153,2026-01,STANDARD,499.0,10.0,No,449.1
 U2402 ,2025-09,standard,499.0,0.0,0,499.0
U1279,11/01/2025,basic ,199.0,0.0,No,199.0
U1693,01/01/2026,Basic,199.0,0.0,No,199.0
U2144,10/01/2025,Basic,199.0,10.0,False,179.1
U2349,01/01/2026, Standard ,499.0,0.0,FALSE,499.0
U1704,2025-12,premium ,999.0,10.0,0,899.1
U1518,08/01/2025,premium ,999.0,0.0,0,999.0
U1252,2025-12, PREMIUM,999.0,20.0,No,799.2
U2458,2025-12,basic ,199.0,0.0,True,0.0
U1689,11/01/2025,basic ,199.0,0.0,FALSE,199.0
U1511,Aug-2025,STANDARD,499.0,0.0,0,499.0
U2375,2025-09,STANDARD,499.0,0.0,False,499.0
U1843,12/01/2025,BASIC,199.0,0.0,FALSE,
U2223,2025-11,premium ,999.0,0.0,No,999.0
U1533,01/01/2026,Premium,,0.0,0,999.0
U1999,2025-10,BASIC,199.0,30.0,False,139.3
U1704,Jan-2026,premium ,999.0,0.0,FALSE,999.0
U1507,2025-08,Standard,499.0,0.0,FALSE,499.0
U1395,10/01/2025,Premium,999.0,30.0,No,699.3
U1440,2025-11,standard,499.0,0.0,FALSE,499.0
U1053,Oct-2025,Basic,199.0,0.0,FALSE,199.0
U1886,Aug-2025,Premium,999.0,0.0,No,999.0
U1351,Dec-2025,Basic,199.0,0.0,False,199.0
U2258,2025-11,BASIC,199.0,0.0,No,199.0
U1646,08/01/2025,Basic,199.0,0.0,FALSE,199.0
U1234,2026-01,STANDARD,499.0,0.0,No,499.0
U2116,2026-01,BASIC,199.0,20.0,FALSE,159.2
U1770,2025-09,STANDARD,499.0,10.0,False,449.1
U2376,10/01/2025,premium ,999.0,0.0,FALSE,999.0
U1043,Nov-2025,Premium,999.0,0.0,No,999.0
U1962,Jan-2026,BASIC,199.0,30.0,FALSE,139.3
U1196,2025-08,Standard,499.0,0.0,No,499.0
U1646,Sep-2025,Basic,199.0,0.0,FALSE,199.0
U2308,2025-11, Standard ,499.0,0.0,No,499.0
U1459,Oct-2025, PREMIUM,999.0,0.0,0,999.0
U1077,01/01/2026,Basic,199.0,20.0,FALSE,159.2
U1519,12/01/2025,Basic,199.0,0.0,False,199.0
U2141,09/01/2025,Premium,999.0,0.0,No,999.0
U1671,Aug-2025,BASIC,199.0,0.0,False,199.0
U1715,Dec-2025, PREMIUM,999.0,20.0,0,799.2
U1810,Jan-2026,Basic,199.0,0.0,No,199.0
U1445,11/01/2025,STANDARD,499.0,0.0,0,499.0
U1114,12/01/2025,Basic,199.0,0.0,0,199.0
U1133,Sep-2025,BASIC,199.0,0.0,FALSE,199.0
U1644,Dec-2025,basic ,199.0,0.0,0,199.0
U1043,Aug-2025, PREMIUM,999.0,0.0,0,999.0
U1186,Aug-2025,BASIC,199.0,0.0,False,199.0
U1469,2025-10,Premium,999.0,0.0,False,999.0
U2129,08/01/2025,Premium,999.0,0.0,FALSE,999.0
U1166,10/01/2025,Premium,999.0,0.0,0,999.0
U1365,Dec-2025,Standard,499.0,0.0,0,499.0
U2404,08/01/2025,Standard,499.0,0.0,FALSE,499.0
U2055,12/01/2025,premium ,999.0,30.0,False,699.3
U2160,Dec-2025,Standard,499.0,0.0,0,
U1520,Sep-2025,Basic,199.0,,No,199.0
U1267,2026-01,basic ,199.0,0.0,False,199.0
U1081,08/01/2025,Premium,999.0,0.0,False,999.0
U2222,09/01/2025,Basic,199.0,0.0,FALSE,199.0
 U2033 ,08/01/2025,Premium,999.0,0.0,FALSE,999.0
U2281,2026-01,Basic,199.0,10.0,FALSE,179.1
U1410,2025-08,BASIC,199.0,30.0,0,139.3
U2108,2025-09,STANDARD,,0.0,False,499.0
U1029,Sep-2025, Standard ,499.0,0.0,0,499.0
U1360,01/01/2026,Basic,199.0,0.0,Yes,0.0
U1042,2025-08,premium ,999.0,0.0,0,999.0
U2436,08/01/2025,STANDARD,499.0,0.0,False,499.0
U2125,08/01/2025,Premium,999.0,0.0,False,999.0
U2425,Aug-2025,Standard,499.0,0.0,0,499.0
U2064,Jan-2026,premium ,999.0,0.0,FALSE,999.0
U1157,Nov-2025,basic ,199.0,0.0,False,199.0
U1868,08/01/2025, PREMIUM,999.0,0.0,0,999.0
U2438,2025-08, Standard ,499.0,0.0,False,499.0
U1207,Oct-2025, PREMIUM,999.0,0.0,False,999.0
U2300,2025-10,BASIC,199.0,0.0,True,0.0
U2273,10/01/2025,STANDARD,,0.0,TRUE,0.0
 U1014 ,Nov-2025,STANDARD,499.0,0.0,No,499.0
U2380,Dec-2025,BASIC,199.0,10.0,False,179.1
U1118,Oct-2025, Standard ,499.0,0.0,False,499.0
U1233,2025-11,standard,499.0,0.0,0,499.0
U1341,2026-01,Basic,199.0,0.0,False,199.0
U1129,10/01/2025,basic ,199.0,0.0,No,199.0
U1965,10/01/2025,Premium,999.0,0.0,No,999.0
U1009,Aug-2025,Premium,999.0,0.0,FALSE,999.0
U1901,Aug-2025, PREMIUM,999.0,0.0,0,999.0
U1622,Sep-2025,Premium,999.0,0.0,No,999.0
U1364,Sep-2025,standard,,0.0,No,499.0
U1515,12/01/2025,Basic,199.0,,FALSE,199.0
U1387,2025-12,STANDARD,499.0,20.0,FALSE,399.2
U1263,Nov-2025,premium ,999.0,10.0,No,899.1
U1949,2025-08,BASIC,199.0,0.0,0,199.0
U1069,2025-12,standard,499.0,0.0,No,499.0
U1916,Oct-2025,BASIC,199.0,30.0,0,139.3
U1800,11/01/2025, PREMIUM,999.0,0.0,No,999.0
U1247,2026-01,Basic,199.0,0.0,No,199.0
U1714,Nov-2025,standard,499.0,0.0,False,499.0
U1188,2025-08,Premium,999.0,0.0,No,999.0
U2451,2025-08,Premium,999.0,0.0,False,999.0
U1296,10/01/2025,Standard,499.0,20.0,FALSE,399.2
U2406,2025-12,BASIC,199.0,0.0,No,199.0
U1830,12/01/2025,Basic,199.0,20.0,0,159.2
U1922,Sep-2025, Standard ,499.0,0.0,FALSE,499.0
U2214,Oct-2025,Basic,199.0,0.0,False,199.0
U1473,12/01/2025, Standard ,499.0,0.0,FALSE,499.0
U1373,2025-08,Standard,499.0,0.0,No,499.0
U1401,11/01/2025,Premium,999.0,0.0,Yes,0.0
U2256,01/01/2026,Basic,199.0,0.0,No,199.0
U2010,10/01/2025,Standard,,30.0,0,349.3
U1829,Dec-2025,BASIC,199.0,0.0,False,199.0
U1493,2025-12,Premium,999.0,0.0,False,999.0
U1818,10/01/2025,Basic,199.0,0.0,0,199.0
U2422,2026-01,Basic,199.0,0.0,TRUE,0.0
U2474,2025-09,STANDARD,499.0,0.0,FALSE,499.0
U1104,Sep-2025,Premium,999.0,0.0,False,999.0
U2223,08/01/2025, PREMIUM,999.0,0.0,True,0.0
U1295,2025-09,STANDARD,,0.0,False,499.0
U1820,01/01/2026,Basic,199.0,30.0,False,139.3
U2460,Sep-2025, Standard ,499.0,0.0,False,499.0
U2048,12/01/2025,Basic,199.0,20.0,False,159.2
U1087,2025-08, Standard ,499.0,0.0,No,499.0
U2431,Aug-2025, Standard ,499.0,0.0,False,499.0
U2209,10/01/2025,BASIC,,0.0,True,0.0
U1447,10/01/2025,STANDARD,499.0,0.0,No,499.0
U2021,09/01/2025,Premium,999.0,0.0,0,999.0
U2253,09/01/2025,BASIC,199.0,0.0,0,-1.0
U1461,12/01/2025, PREMIUM,999.0,0.0,0,999.0
U2382,2025-12,BASIC,199.0,0.0,0,199.0
U1721,Oct-2025,BASIC,199.0,0.0,No,
U1728,2025-10,premium ,999.0,0.0,False,999.0
U1845,Jan-2026,Basic,,0.0,FALSE,199.0
U1676,Nov-2025,Basic,199.0,0.0,False,199.0
U1069,08/01/2025,premium ,999.0,0.0,FALSE,999.0
U1192,2025-09,Premium,999.0,0.0,FALSE,999.0
U1724,2026-01,BASIC,199.0,0.0,FALSE,199.0
U1228,Nov-2025,premium ,999.0,0.0,False,999.0
U2314,2025-08,premium ,999.0,0.0,FALSE,999.0
U2306,2025-12,Standard,499.0,10.0,FALSE,449.1
U2127,Nov-2025,Basic,199.0,0.0,No,199.0
U2475,2025-12,basic ,199.0,0.0,FALSE,199.0
U2288,12/01/2025,standard,499.0,0.0,No,499.0
U2341,09/01/2025, Standard ,499.0,0.0,No,499.0
U1559,Sep-2025, Standard ,499.0,0.0,FALSE,499.0
U1420,12/01/2025,standard,499.0,0.0,No,499.0
U2202,11/01/2025,Standard,499.0,0.0,Yes,0.0
U1222,10/01/2025,STANDARD,499.0,0.0,False,499.0
U1606,11/01/2025,Standard,499.0,0.0,FALSE,
U1854,2025-12,Basic,199.0,0.0,1,0.0
U1551,Oct-2025,BASIC,199.0,0.0,FALSE,-1.0
U1147,2025-09,BASIC,199.0,0.0,FALSE,199.0
U1098,01/01/2026,BASIC,199.0,0.0,0,199.0
U2057,2025-11,standard,499.0,0.0,FALSE,499.0
U1081,2025-11,Premium,999.0,20.0,0,799.2
U1597,Dec-2025,standard,499.0,10.0,No,449.1
 U1170 ,Sep-2025,Basic,199.0,0.0,False,199.0
U1368,08/01/2025, PREMIUM,999.0,20.0,False,799.2
U1776,Oct-2025,Basic,199.0,0.0,0,199.0
U2315,2026-01, Standard ,499.0,0.0,No,499.0
U2386,11/01/2025,BASIC,199.0,10.0,No,179.1
U2436,11/01/2025,standard,499.0,0.0,False,499.0
U1420,08/01/2025, Standard ,499.0,0.0,0,499.0
U1044,10/01/2025,Premium,999.0,,0,999.0
U1850,2025-08,Basic,199.0,0.0,0,199.0
U1030,Aug-2025,Basic,199.0,0.0,0,199.0
U1313,2026-01,Basic,199.0,30.0,TRUE,0.0
U2394,Nov-2025,basic ,199.0,0.0,No,199.0
U2441,Dec-2025,Basic,199.0,0.0,FALSE,199.0
U1018,Nov-2025,BASIC,199.0,0.0,No,199.0
U1573,Sep-2025,BASIC,199.0,0.0,FALSE,199.0
U1374,12/01/2025,Standard,499.0,0.0,Yes,0.0
U2173,11/01/2025, Standard ,499.0,0.0,No,499.0
U1783,08/01/2025,standard,499.0,0.0,FALSE,499.0
U1080,2025-12, Standard ,499.0,0.0,No,499.0
U1407,11/01/2025,standard,499.0,0.0,FALSE,499.0
U1047,Jan-2026,Premium,999.0,10.0,FALSE,899.1
U2492,2025-09,Basic,199.0,0.0,No,199.0
U2066,2025-12,BASIC,199.0,0.0,No,199.0
U2248,Jan-2026,Basic,199.0,0.0,No,199.0
U1083,2026-01,Basic,199.0,0.0,False,199.0
U1956,Dec-2025,Standard,499.0,0.0,False,499.0
U1720,12/01/2025,STANDARD,499.0,0.0,No,499.0
U1955,08/01/2025,BASIC,199.0,0.0,FALSE,199.0
U2329,2025-08,basic ,199.0,0.0,0,199.0
U1527,2025-10,Premium,999.0,0.0,0,999.0
U1694,Sep-2025,Basic,199.0,10.0,No,179.1
U1330,01/01/2026,BASIC,199.0,0.0,False,199.0
U1432,Oct-2025,premium ,999.0,0.0,FALSE,999.0
U2184,Oct-2025, Standard ,499.0,0.0,0,499.0
U1248,2025-11,Standard,499.0,0.0,False,
U1630,2025-12,Basic,199.0,0.0,0,199.0
U1566,09/01/2025,standard,499.0,10.0,False,449.1
U2350,01/01/2026,standard,499.0,0.0,No,499.0
U1654,2025-10,Basic,199.0,0.0,0,199.0
U1127,Sep-2025,Basic,199.0,0.0,0,199.0
U2099,Nov-2025,standard,499.0,0.0,0,499.0
U2171,Oct-2025, PREMIUM,999.0,0.0,FALSE,999.0
U1036,10/01/2025,Basic,199.0,0.0,No,-1.0
 U2112 ,Sep-2025,Standard,499.0,0.0,FALSE,499.0
U2072,08/01/2025,STANDARD,499.0,0.0,0,499.0
U2065,Dec-2025,Premium,999.0,,False,999.0
U2471,09/01/2025,standard,499.0,0.0,False,499.0
U2194,2025-08, Standard ,499.0,0.0,False,499.0
U2193,09/01/2025, PREMIUM,999.0,0.0,0,999.0
U1515,11/01/2025,basic ,199.0,0.0,0,199.0
U2435,2025-09,BASIC,199.0,30.0,No,139.3
U1016,08/01/2025,Premium,999.0,0.0,False,999.0
U1131,Nov-2025,Premium,999.0,0.0,1,0.0
U1476,Aug-2025,STANDARD,499.0,0.0,FALSE,499.0
U2443,2025-08,standard,499.0,0.0,False,499.0
U1020,Aug-2025,BASIC,199.0,20.0,No,-1.0
U1149,08/01/2025,standard,499.0,,No,499.0
U1285,2026-01,basic ,199.0,0.0,False,199.0
U2254,2025-09,Basic,199.0,0.0,0,199.0
U1789,01/01/2026,standard,499.0,,0,499.0
U2034,08/01/2025, PREMIUM,999.0,0.0,FALSE,999.0
U1273,01/01/2026,BASIC,199.0,0.0,False,199.0
U1097,10/01/2025,standard,499.0,0.0,0,499.0
U1370,Aug-2025,Standard,499.0,0.0,No,499.0
U1640,2025-11,Basic,199.0,0.0,FALSE,199.0
U1213,01/01/2026,Standard,499.0,0.0,False,499.0
U1814,Sep-2025, Standard ,499.0,30.0,False,-1.0
U1557,2025-11,Basic,199.0,0.0,False,199.0
U2188,2025-10,BASIC,199.0,,True,0.0
U1838,2025-09, Standard ,499.0,0.0,0,499.0
U1605,2025-11,STANDARD,499.0,0.0,1,0.0
U1775,Jan-2026,premium ,999.0,0.0,No,999.0
U1245,Oct-2025,BASIC,199.0,20.0,False,159.2
U2292,Dec-2025,Basic,199.0,0.0,No,199.0
U2076,Nov-2025, Standard ,499.0,10.0,0,449.1
U1553,11/01/2025,Basic,199.0,30.0,No,139.3
U1165,Aug-2025,Premium,999.0,0.0,0,999.0
U2157,11/01/2025,Premium,999.0,30.0,Yes,0.0
U2109,Oct-2025,STANDARD,499.0,0.0,False,499.0
U1143,Nov-2025,Basic,199.0,,No,199.0
U1918,09/01/2025, Standard ,499.0,0.0,No,499.0
U1391,2026-01,Standard,499.0,0.0,0,499.0
U1427,01/01/2026, PREMIUM,999.0,0.0,No,999.0
U1681,Oct-2025,Premium,999.0,0.0,False,999.0
U2154,01/01/2026,BASIC,199.0,0.0,No,199.0
U1206,12/01/2025,Standard,499.0,0.0,FALSE,499.0
U2271,2025-08,STANDARD,499.0,0.0,No,499.0
U1430,Sep-2025, PREMIUM,999.0,0.0,0,999.0
U1315,2025-12,BASIC,199.0,0.0,FALSE,199.0
U1266,Oct-2025, Standard ,499.0,0.0,No,499.0
U1540,09/01/2025,BASIC,199.0,0.0,0,199.0
U2423,Dec-2025,standard,499.0,0.0,No,499.0
U1101,Jan-2026,BASIC,,0.0,0,199.0
U1758,2025-08,premium ,,0.0,False,999.0
U1035,11/01/2025,Basic,199.0,0.0,False,199.0
U1032,2025-09, Standard ,499.0,0.0,False,499.0
U1435,2025-11,Premium,999.0,0.0,No,999.0
U1610,12/01/2025,STANDARD,499.0,0.0,Yes,0.0
U1203,2025-12,Standard,499.0,0.0,0,499.0
U1806,Nov-2025,Standard,499.0,0.0,No,499.0
U1642,08/01/2025, Standard ,499.0,30.0,No,349.3
U1180,01/01/2026,basic ,199.0,0.0,FALSE,199.0
U2284,Dec-2025,Basic,199.0,0.0,0,199.0
U2444,2025-12,BASIC,199.0,0.0,No,199.0
U1194,08/01/2025,Standard,499.0,0.0,No,499.0
U1503,2025-12, Standard ,499.0,0.0,No,499.0
U1102,11/01/2025, Standard ,499.0,0.0,0,499.0
U2003,12/01/2025,BASIC,199.0,0.0,False,199.0
U1736,Sep-2025, Standard ,499.0,0.0,FALSE,499.0
U1923,08/01/2025,Basic,199.0,0.0,0,199.0
U1526,08/01/2025,BASIC,199.0,0.0,0,199.0
U2490,01/01/2026,BASIC,199.0,0.0,FALSE,199.0
U1807,01/01/2026,Standard,499.0,0.0,0,499.0
U1326,01/01/2026,standard,499.0,20.0,Yes,0.0
U1107,Jan-2026,STANDARD,499.0,0.0,No,499.0
U1862,10/01/2025,Standard,499.0,0.0,No,499.0
U1571,2025-10,standard,499.0,0.0,FALSE,-1.0
U1826,Nov-2025, PREMIUM,999.0,20.0,0,799.2
U1588,10/01/2025, Standard ,499.0,0.0,0,499.0
